"","DateTime","Identifier","Identifier2","PuzzleType","LorD","SiteID","GroupSize","agesex","UniqueID","Disease","PuzzleSequence"
"407"," 2024-02-09 05:33:26","E6_EVENT5","E6_EVENT5_A","A","D","E6",1,"SF","E6-SF2","slightly scruffy",2
"408"," 2024-02-09 05:33:56","E6_EVENT5","E6_EVENT5_W","W","D","E6",1,"SF","E6-SF2","slightly scruffy",1
"409"," 2024-02-09 06:23:42","E6_EVENT6","E6_EVENT6_W","W","D","E6",1,"SM","E6-SM1","bowed back",1
"410"," 2024-02-09 06:25:06","E6_EVENT6","E6_EVENT6_A","A","D","E6",1,"SM","E6-SM1","bowed back",2
"411"," 2024-02-19 13:21:54","E6_EVENT7","E6_EVENT7_W","W","L","E6",1,"M","E6-M1","N",1
"412"," 2024-02-19 13:22:28","E6_EVENT7","E6_EVENT7_A","A","L","E6",1,"M","E6-M1","N",2
"413"," 2024-02-08 20:40:40","E7_EVENT1","E7_EVENT1_A","A","D","E7",1,"Unk","E7-U1","N",0
"414"," 2024-02-11 20:22:08","E7_EVENT2","E7_EVENT2_A","A","D","E7",1,"F","E7-F1","burrs",1
"415"," 2024-02-11 20:23:04","E7_EVENT2","E7_EVENT2_W","W","D","E7",1,"F","E7-F1","burrs",2
"416"," 2024-02-14 12:42:00","E7_EVENT3","E7_EVENT3_W","W","L","E7",1,"M","E7-M1","N",0
"417"," 2024-02-22 19:19:56","E7_EVENT4","E7_EVENT4_A","A","D","E7",1,"Unk","E7-U1","N",0
"418"," 2024-03-04 05:55:46","E8_EVENT1","E8_EVENT1_A","A","L","E8",1,"SF","E8-SF1","N",0
"419"," 2024-03-07 07:46:08","E8_EVENT2","E8_EVENT2_A","A","L","E8",1,"Unk","E8-U1","N",0
"420"," 2024-03-11 21:56:44","E8_EVENT3","E8_EVENT3_W","W","D","E8",1,"SM","E8-SM1","N",0
"421"," 2024-03-14 05:07:26","E8_EVENT4","E8_EVENT4_A","A","D","E8",1,"SM","E8-SM1","N",0
"422"," 2024-03-14 21:29:04","E8_EVENT5","E8_EVENT5_W","W","D","E8",1,"SM","E8-SM1","N",0
"423"," 2024-03-16 21:34:46","E8_EVENT6","E8_EVENT6_A","A","D","E8",1,"SF","E8-SF1","N",0
"424"," 2024-03-22 01:49:16","E8_EVENT7","E8_EVENT7_A","A","D","E8",3,"F + M + U","E8-F1 + E8-M1 + E8-U2","N",1
"425"," 2024-03-22 01:49:20","E8_EVENT7","E8_EVENT7_W","W","D","E8",3,"F + M + U","E8-F1 + E8-M1 + E8-U2","N",2
"426"," 2024-03-22 21:24:14","E8_EVENT8","E8_EVENT8_A","A","D","E8",1,"SF","E8-SF2","N",0
"427"," 2024-03-26 23:26:54","E8_EVENT9","E8_EVENT9_W","W","D","E8",4,"F + M + M + U","E8-F1 + E8-M1 + E8-M2 +E8-U2","N",1
"428"," 2024-03-26 23:28:26","E8_EVENT9","E8_EVENT9_A","A","D","E8",4,"F + M + M + U","E8-F1 + E8-M1 + E8-M2 +E8-U2","N",2
"429"," 2024-03-30 19:43:48","E8_EVENT10","E8_EVENT10_W","W","D","E8",3,"F + M + M","E8-F1 + E8-M1 + E8-M2","N",1
"430"," 2024-03-30 19:44:26","E8_EVENT10","E8_EVENT10_A","A","D","E8",3,"F + M + M","E8-F1 + E8-M1 + E8-M2","N",2
"431"," 2024-04-01 02:42:02","E8_EVENT11","E8_EVENT11_A","A","D","E8",1,"Unk","E8-U3","N",0
"432"," 2024-03-07 23:48:26","E9_EVENT1","E9_EVENT1_A","A","D","E9",1,"SF","E9_SF1","N",0
"433"," 2024-03-13 23:34:34","E9_EVENT2","E9_EVENT2_W","W","D","E9",1,"SF","E9_SF2","N",0
"434"," 2024-03-16 17:49:12","E9_EVENT3","E9_EVENT3_W","W","L","E9",1,"M","E9-M1","limp",0
"435"," 2024-03-27 21:01:40","E9_EVENT4","E9_EVENT4_A","A","D","E9",1,"SF","E9_SF3","N",0
"436"," 2024-03-30 01:49:26","E9_EVENT5","E9_EVENT5_A","A","D","E9",1,"SF","E9-SF4","mange",0
"437"," 2024-03-31 22:15:38","E9_EVENT6","E9_EVENT6_A","A","D","E9",1,"SF","E9-SF4","mange",0
"438"," 2024-03-01 15:25:06","E10_EVENT1","E10_EVENT1_W","W","L","E10",1,"M","E10-M1","N",0
"439"," 2024-03-03 16:24:08","E10_EVENT2","E10_EVENT2_W","W","L","E10",1,"F","E10-F1","N",0
"440"," 2024-03-22 02:38:46","E10_EVENT3","E10_EVENT3_W","W","D","E10",1,"Unk","E10-U1","N",0
"441"," 2024-03-17 03:45:28","E11_EVENT1","E11_EVENT1_A","A","D","E11",1,"SM","E11-SM1","N",0
"442"," 2024-03-17 07:25:20","E11_EVENT2","E11_EVENT2_A","A","L","E11",1,"Unk","E11-U1","N",0
"443"," 2024-03-19 13:29:46","E11_EVENT3","E11_EVENT3_W","W","L","E11",1,"Unk","E11-U2","N",0
"444"," 2024-03-21 02:58:30","E11_EVENT4","E11_EVENT4_A","A","D","E11",1,"M","E11-M1","N",0
"445"," 2024-03-22 06:27:58","E11_EVENT5","E11_EVENT5_W","W","L","E11",1,"Unk","E11-U3","wispy tail",0
"446"," 2024-03-22 17:52:28","E11_EVENT6","E11_EVENT6_A","A","L","E11",1,"F","E11-F1","wispy tail",0
"447"," 2024-03-22 21:31:28","E11_EVENT7","E11_EVENT7_A","A","D","E11",1,"M","E11-M2","N",0
"448"," 2024-03-22 22:24:32","E11_EVENT8","E11_EVENT8_A","A","D","E11",4,"F + F + M + M","E11-F1 + E11-F2 + E11-M2 + E11_M3","wispy tail, N",0
"449"," 2024-03-23 04:05:58","E11_EVENT9","E11_EVENT9_W","W","D","E11",1,"F","E11-F2","N",0
"450"," 2024-03-23 04:19:30","E11_EVENT10","E11_EVENT10_W","W","D","E11",1,"M","E11-M2","N",0
"451"," 2024-03-26 20:56:36","E11_EVENT11","E11_EVENT11_A","A","D","E11",1,"M","E11-M2","N",1
"452"," 2024-03-26 20:56:38","E11_EVENT11","E11_EVENT11_W","W","D","E11",1,"M","E11-M2","N",2
"453"," 2024-03-29 17:52:26","E11_EVENT12","E11_EVENT12_A","A","L","E11",1,"M","E11-M3","N",0
"454"," 2024-03-30 04:10:26","E11_EVENT13","E11_EVENT13_A","A","D","E11",1,"Unk","E11-U3","wispy tail",0
"455"," 2024-04-01 05:10:40","E11_EVENT14","E11_EVENT14_A","A","D","E11",1,"M","E11-M4","N",0
"456"," 2024-03-14 05:51:28","E12_EVENT1","E12_EVENT1_A","A","D","E12",1,"Unk","E12-U1","N",1
"457"," 2024-03-14 05:52:24","E12_EVENT1","E12_EVENT1_W","W","D","E12",1,"Unk","E12-U1","N",2
"458"," 2024-03-29 09:38:34","E12_EVENT2","E12_EVENT2_A","A","L","E12",1,"Unk","E12-U2","N",0
"459"," 2024-03-13 15:10:22","E13_EVENT1","E13_EVENT1_A","A","L","E13",1,"SM","E13-SM1","N",0
"460"," 2024-03-08 21:26:38","E14_EVENT1","E14_EVENT1_A","A","D","E14",1,"M","E14-M1","N",0
"461"," 2024-03-22 22:30:34","E14_EVENT2","E14_EVENT2_W","W","D","E14",1,"M","E14-M1","N",0
