"","DateTime","Identifier","Identifier2","PuzzleType","LorD","SiteID","GroupSize","agesex","UniqueID","Disease","PuzzleSequence"
"47"," 2024-02-12 07:27:34","NE5_EVENT16","NE5_EVENT16_A","A","D","NE5",1,"SM","NE5-SM1","N",0
"48"," 2024-02-14 08:42:20","NE5_EVENT17","NE5_EVENT17_A","A","L","NE5",1,"F","NE5-F1","N",0
"49"," 2024-02-14 14:02:08","NE5_EVENT18","NE5_EVENT18_A","A","L","NE5",1,"SM","NE5-SM2","shaggy tail",0
"50"," 2024-02-15 10:05:14","NE5_EVENT19","NE5_EVENT19_A","A","L","NE5",1,"M","NE5-M1","shaggy tail",0
"51"," 2024-02-15 15:17:38","NE5_EVENT20","NE5_EVENT20_A","A","L","NE5",1,"M","NE5-M1","shaggy tail",0
"52"," 2024-02-15 19:16:22","NE5_EVENT21","NE5_EVENT21_A","A","D","NE5",2,"M + Unk","NE5-M1 + NE5-U3","shaggy tail",0
"53"," 2024-02-15 20:54:30","NE5_EVENT22","NE5_EVENT22_A","A","D","NE5",1,"SF","NE5-SF3","hunched",0
"54"," 2024-02-17 07:10:32","NE5_EVENT23","NE5_EVENT23_A","A","D","NE5",2,"M + SF","NE5-M1 + NE5-SF2","shaggy tail, partial tail",0
"55"," 2024-02-18 17:27:44","NE5_EVENT24","NE5_EVENT24_A","A","L","NE5",1,"M","NE5-M1","shaggy tail",0
"56"," 2024-02-18 21:51:06","NE5_EVENT25","NE5_EVENT25_W","W","D","NE5",1,"SF","NE5-SF2","partial tail",0
"57"," 2024-02-19 03:32:28","NE5_EVENT26","NE5_EVENT26_A","A","D","NE5",1,"SF","NE5-SF2","partial tail",0
"58"," 2024-02-19 05:55:14","NE5_EVENT27","NE5_EVENT27_A","A","D","NE5",2,"F + M","NE5-F2 + NE5-M1","shaggy tail",0
"59"," 2024-02-19 22:32:02","NE5_EVENT28","NE5_EVENT28_A","A","D","NE5",2,"F + M","NE5-F2 + NE5-M1","shaggy tail",0
"60"," 2024-02-20 03:14:32","NE5_EVENT29","NE5_EVENT29_A","A","D","NE5",2,"F + M","NE5-F2 + NE5-M1","shaggy tail",0
"61"," 2024-02-21 17:34:56","NE5_EVENT30","NE5_EVENT30_A","A","L","NE5",1,"SM","NE5-SM2","shaggy tail",1
"62"," 2024-02-21 17:35:52","NE5_EVENT30","NE5_EVENT30_W","W","L","NE5",1,"SM","NE5-SM2","shaggy tail",2
"63"," 2024-02-22 13:58:22","NE5_EVENT31","NE5_EVENT31_A","A","L","NE5",1,"SM","NE5-SM2","shaggy tail",0
"64"," 2024-02-22 15:58:22","NE5_EVENT32","NE5_EVENT32_W","W","L","NE5",1,"SM","NE5-SM2","shaggy tail",0
"65"," 2024-02-24 08:29:08","NE5_EVENT33","NE5_EVENT33_A","A","L","NE5",1,"SM","NE5-SM1","N",0
"66"," 2024-02-11 13:37:53","NE6_EVENT1","NE6_EVENT1_W","W","L","NE6",1,"F","NE6-F1","a bit scruffy",0
"67"," 2024-02-17 22:13:54","NE6_EVENT2","NE6_EVENT2_W","W","D","NE6",1,"SF","NE6-SF1","mange",0
"68"," 2024-02-13 01:29:34","NE7_EVENT1","NE7_EVENT1_A","A","D","NE7",1,"Unk","NE7-U1","N",0
"69"," 2024-02-20 13:37:38","NE7_EVENT2","NE7_EVENT2_A","A","L","NE7",1,"M","NE7-M1","N",0
"70"," 2024-02-24 08:11:06","NE7_EVENT3","NE7_EVENT3_A","A","L","NE7",1,"M","NE7-M1","N",0
"71"," 2024-02-28 10:50:02","NE7_EVENT4","NE7_EVENT4_W","W","L","NE7",1,"SF","NE7-SF1","N",0
"72"," 2024-03-21 11:30:42","NW1_EVENT1","NW1_EVENT1_A","A","L","NW1",1,"M","NW1-M1","partial right ear, some missing butt fur",0
"73"," 2024-03-23 01:37:46","NW1_EVENT2","NW1_EVENT2_W","W","D","NW1",1,"M","NW1-M2","N",0
"74"," 2024-03-24 02:55:16","NW1_EVENT3","NW1_EVENT3_A","A","D","NW1",1,"M","NW1-M1","partial right ear, some missing butt fur",0
"75"," 2024-03-04 16:32:01","NW2_EVENT1","NW2_EVENT1_A","A","L","NW2",1,"M","NW2-M1","N",0
"76"," 2024-03-04 17:21:04","NW2_EVENT2","NW2_EVENT2_A","A","L","NW2",1,"M","NW2-M1","N",0
"77"," 2024-03-05 11:41:04","NW2_EVENT3","NW2_EVENT3_W","W","L","NW2",1,"F","NW2-F1","forehead female",1
"78"," 2024-03-05 11:42:18","NW2_EVENT3","NW2_EVENT3_A","A","L","NW2",1,"F","NW2-F1","forehead female",1
"79"," 2024-03-05 13:06:03","NW2_EVENT4","NW2_EVENT4_A","A","L","NW2",1,"F","NW2-F1","forehead female",0
"80"," 2024-03-05 16:31:52","NW2_EVENT5","NW2_EVENT5_A","A","L","NW2",1,"F","NW2-F1","forehead female",0
"81"," 2024-03-06 22:56:42","NW2_EVENT6","NW2_EVENT6_A","A","D","NW2",2,"F + M","NW2-F1 + NW2-M2","forehead female + tufty male",1
"82"," 2024-03-06 22:57:52","NW2_EVENT6","NW2_EVENT6_W","W","D","NW2",2,"F + M","NW2-F1 + NW2-M2","forehead female + tufty male",2
"83"," 2024-03-08 17:58:46","NW2_EVENT7","NW2_EVENT7_A","A","D","NW2",1,"Unk","NW2-U1","N",0
"84"," 2024-03-08 19:04:38","NW2_EVENT8","NW2_EVENT8_A","A","D","NW2",1,"Unk","NW2-U2","N",0
"85"," 2024-03-11 06:31:48","NW2_EVENT9","NW2_EVENT9_A","A","D","NW2",1,"M","NW2-M2","tufty male",1
"86"," 2024-03-11 06:31:48","NW2_EVENT9","NW2_EVENT9_W","W","D","NW2",1,"M","NW2-M2","tufty male",2
"87"," 2024-03-11 19:02:00","NW2_EVENT10","NW2_EVENT10_A","A","D","NW2",3,"F + F + M","NW2-F1 + NW-F2 + NW2-M2","forehead female + tufty male",1
"88"," 2024-03-11 19:05:44","NW2_EVENT10","NW2_EVENT10_W","W","D","NW2",3,"F + F + M","NW2-F1 + NW-F2 + NW2-M2","forehead female + tufty male",2
"89"," 2024-03-12 06:03:54","NW2_EVENT11","NW2_EVENT11_A","A","D","NW2",1,"Unk","NW2-U3","N",0
"90"," 2024-03-18 09:01:02","NW2_EVENT12","NW2_EVENT12_A","A","L","NW2",1,"Unk","NW2-U4","N",0
"91"," 2024-03-18 10:30:24","NW2_EVENT13","NW2_EVENT13_A","A","L","NW2",1,"M","NW2-M1","N",0
"92"," 2024-03-18 10:48:08","NW2_EVENT14","NW2_EVENT14_A","A","L","NW2",1,"M","NW2-M1","N",0
"93"," 2024-03-18 20:00:02","NW2_EVENT15","NW2_EVENT15_A","A","D","NW2",1,"M","NW2-M1","N",0
"94"," 2024-03-25 02:49:10","NW2_EVENT16","NW2_EVENT16_W","W","D","NW2",1,"M","NW2-M1","N",0
"95"," 2024-03-06 18:59:28","NW3_EVENT1","NW3_EVENT1_A","A","D","NW3",1,"SF","NW3-SF1","N",1
"96"," 2024-03-06 19:00:18","NW3_EVENT1","NW3_EVENT1_W","W","D","NW3",1,"SF","NW3-SF1","N",2
"97"," 2024-03-10 03:29:22","NW3_EVENT2","NW3_EVENT2_A","A","D","NW3",1,"Unk","NW3-U1","N",0
"98"," 2024-03-17 07:01:36","NW3_EVENT3","NW3_EVENT3_W","W","L","NW3",1,"SM","NW3-SM1","N",0
"99"," 2024-03-21 04:08:16","NW3_EVENT4","NW3_EVENT4_W","W","D","NW3",2,"F + M","NW3-F1 + NW3-M1","oreo male",0
"100"," 2024-03-23 05:14:46","NW3_EVENT5","NW3_EVENT5_W","W","D","NW3",1,"Unk","NW3-U2","N",0
"101"," 2024-03-24 23:54:02","NW3_EVENT6","NW3_EVENT6_W","W","D","NW3",1,"Unk","NW3-U3","N",0
"102"," 2024-03-29 00:57:49","NW3_EVENT7","NW3_EVENT7_A","A","D","NW3",1,"SF","NW3-SF1","N",1
"103"," 2024-03-29 00:58:18","NW3_EVENT7","NW3_EVENT7_W","W","D","NW3",1,"SF","NW3-SF1","N",2
"104"," 2024-03-31 20:10:42","NW3_EVENT8","NW3_EVENT8_W","W","D","NW3",1,"SM","NW3-SM1","N",1
"105"," 2024-03-31 20:11:48","NW3_EVENT8","NW3_EVENT8_A","A","D","NW3",1,"SM","NW3-SM1","N",2
"106"," 2024-03-09 05:56:44","NW4_EVENT1","NW4_EVENT1_A","A","L","NW4",1,"SM","NW4-SM1","N",1
"107"," 2024-03-09 20:07:48","NW4_EVENT2","NW4_EVENT2_A","A","D","NW4",1,"SM","NW4-SM1","N",2
"108"," 2024-03-09 20:07:48","NW4_EVENT2","NW4_EVENT2_W","W","D","NW4",1,"SM","NW4-SM1","N",1
"109"," 2024-03-11 04:29:48","NW4_EVENT3","NW4_EVENT3_A","A","D","NW4",1,"SM","NW4-SM1","N",1
"110"," 2024-03-11 04:29:48","NW4_EVENT3","NW4_EVENT3_W","W","D","NW4",1,"SM","NW4-SM1","N",2
"111"," 2024-03-12 08:04:58","NW4_EVENT4","NW4_EVENT4_A","A","L","NW4",1,"SM","NW4-SM1","N",1
"112"," 2024-03-12 08:04:58","NW4_EVENT4","NW4_EVENT4_W","W","L","NW4",1,"SM","NW4-SM1","N",2
"113"," 2024-03-16 00:35:50","NW4_EVENT5","NW4_EVENT5_A","A","D","NW4",1,"F","NW4-F1","mange, small, thin shoulders",0
"114"," 2024-03-16 04:58:22","NW4_EVENT6","NW4_EVENT6_A","A","D","NW4",1,"Unk","NW4-U1","mild mange",0
"115"," 2024-03-16 10:26:50","NW4_EVENT7","NW4_EVENT7_A","A","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",1
"116"," 2024-03-16 10:27:00","NW4_EVENT7","NW4_EVENT7_W","W","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",2
"117"," 2024-03-19 09:04:08","NW4_EVENT8","NW4_EVENT8_A","A","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",0
"118"," 2024-03-19 11:29:46","NW4_EVENT9","NW4_EVENT9_A","A","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",1
"119"," 2024-03-19 11:29:46","NW4_EVENT9","NW4_EVENT9_W","W","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",2
"120"," 2024-03-20 08:48:28","NW4_EVENT10","NW4_EVENT10_A","A","L","NW4",1,"SM","NW4-SM1","N",0
"121"," 2024-03-20 10:30:26","NW4_EVENT11","NW4_EVENT11_A","A","L","NW4",1,"SM","NW4-SM1","N",0
"122"," 2024-03-20 12:25:02","NW4_EVENT12","NW4_EVENT12_A","A","L","NW4",1,"Unk","NW4-U1","mild mange",2
"123"," 2024-03-20 12:25:02","NW4_EVENT12","NW4_EVENT12_W","W","L","NW4",1,"Unk","NW4-U1","mild mange",1
"124"," 2024-03-21 13:49:58","NW4_EVENT13","NW4_EVENT13_A","A","L","NW4",1,"Unk","NW4-U2","N",0
"125"," 2024-03-21 20:58:26","NW4_EVENT14","NW4_EVENT14_A","A","D","NW4",1,"SM","NW4-SM1","N",2
"126"," 2024-03-21 20:58:26","NW4_EVENT14","NW4_EVENT14_W","W","D","NW4",1,"SM","NW4-SM1","N",1
"127"," 2024-03-23 06:17:12","NW4_EVENT15","NW4_EVENT15_A","A","D","NW4",1,"SM","NW4-SM1","N",1
"128"," 2024-03-23 06:17:12","NW4_EVENT15","NW4_EVENT15_W","W","D","NW4",1,"SM","NW4-SM1","N",2
"129"," 2024-03-23 10:18:48","NW4_EVENT16","NW4_EVENT16_W","W","L","NW4",1,"M","NW4-M1","mottled coat, mange",1
"130"," 2024-03-23 10:19:20","NW4_EVENT16","NW4_EVENT16_A","A","L","NW4",1,"M","NW4-M1","mottled coat, mange",2
"131"," 2024-03-30 18:03:32","NW4_EVENT17","NW4_EVENT17_W","W","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",1
"132"," 2024-03-30 18:03:44","NW4_EVENT17","NW4_EVENT17_A","A","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",2
"133"," 2024-03-31 12:15:12","NW4_EVENT18","NW4_EVENT18_W","W","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",1
"134"," 2024-03-31 12:15:28","NW4_EVENT18","NW4_EVENT18_A","A","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",2
"135"," 2024-03-31 15:37:00","NW4_EVENT19","NW4_EVENT19_W","W","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",1
"136"," 2024-03-31 15:37:10","NW4_EVENT19","NW4_EVENT19_A","A","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",2
"137"," 2024-03-31 18:04:04","NW4_EVENT20","NW4_EVENT20_W","W","L","NW4",1,"M","NW4-M1","mottled coat, mange",1
"138"," 2024-03-31 18:04:58","NW4_EVENT20","NW4_EVENT20_A","A","L","NW4",1,"M","NW4-M1","mottled coat, mange",2
"139"," 2024-04-01 06:37:42","NW4_EVENT21","NW4_EVENT21_A","A","L","NW4",2,"F + M","NW4-F2 + NW4-M1","mottled coat, mange",1
"140"," 2024-04-01 06:37:50","NW4_EVENT21","NW4_EVENT21_W","W","L","NW4",2,"F + M","NW4-F2 + NW4-M1","mottled coat, mange",2
"141"," 2024-04-01 11:24:56","NW4_EVENT22","NW4_EVENT22_A","A","L","NW4",1,"F","NW4-F1","mange, small, thin shoulders",0
"142"," 2024-03-17 22:44:12","NW5_EVENT1","NW5_EVENT1_A","A","D","NW5",1,"SF","NW5-SF1","N",1
"143"," 2024-03-17 22:44:42","NW5_EVENT1","NW5_EVENT1_W","W","D","NW5",1,"SF","NW5-SF1","N",2
"144"," 2024-03-19 06:19:48","NW5_EVENT2","NW5_EVENT2_A","A","D","NW5",1,"Unk","NW5-U1","N",2
"145"," 2024-03-19 06:19:48","NW5_EVENT2","NW5_EVENT2_W","W","D","NW5",1,"Unk","NW5-U1","N",1
"146"," 2024-03-20 04:52:22","NW5_EVENT3","NW5_EVENT3_A","A","D","NW5",1,"Unk","NW5-U2","N",0
"147"," 2024-03-20 10:00:40","NW5_EVENT4","NW5_EVENT4_A","A","N","NW5",1,"M","NW5-M1","N",0
"148"," 2024-03-21 06:33:32","NW5_EVENT10","NW5_EVENT10_A","A","N","NW5",1,"M","NW5-M1","N",0
"149"," 2024-03-23 03:02:40","NW5_EVENT5","NW5_EVENT5_A","A","D","NW5",1,"SF","NW5-SF1","N",0
"150"," 2024-03-24 07:11:18","NW5_EVENT6","NW5_EVENT6_A","A","L","NW5",1,"F","NW5-F1","N",0
"151"," 2024-03-24 19:57:50","NW5_EVENT7","NW5_EVENT7_A","A","D","NW5",1,"SF","NW5-SF1","N",0
"152"," 2024-03-28 13:05:34","NW5_EVENT8","NW5_EVENT8_A","A","L","NW5",1,"F","NW5-F2","N",2
"153"," 2024-03-28 13:05:46","NW5_EVENT8","NW5_EVENT8_W","W","L","NW5",1,"F","NW5-F2","N",1
"154"," 2024-03-28 13:23:38","NW5_EVENT9","NW5_EVENT9_A","A","L","NW5",1,"F","NW5-F2","N",1
"155"," 2024-03-28 13:23:42","NW5_EVENT9","NW5_EVENT9_W","W","L","NW5",1,"F","NW5-F2","N",2
"156"," 2024-03-04 14:31:36","NW6_EVENT1","NW6_EVENT1_W","W","L","NW6",1,"Unk","NW6-U1","N",0
"157"," 2024-03-06 08:05:54","NW6_EVENT2","NW6_EVENT2_W","W","L","NW6",1,"M","NW6-M1","N",0
"158"," 2024-03-07 10:21:44","NW6_EVENT3","NW6_EVENT3_W","W","L","NW6",1,"F","NW6-F1","mangey female",0
"159"," 2024-03-09 07:27:30","NW6_EVENT4","NW6_EVENT4_W","W","L","NW6",1,"M","NW6-M3","N",0
"160"," 2024-03-10 10:37:10","NW6_EVENT5","NW6_EVENT5_A","A","L","NW6",1,"M","NW6-M2","mangey male",0
"161"," 2024-03-10 10:53:32","NW6_EVENT6","NW6_EVENT6_W","W","L","NW6",1,"M","NW6-M2","mangey male",1
"162"," 2024-03-10 10:53:54","NW6_EVENT6","NW6_EVENT6_A","A","L","NW6",1,"M","NW6-M2","mangey male",2
"163"," 2024-03-10 11:38:32","NW6_EVENT7","NW6_EVENT7_W","W","L","NW6",1,"M","NW6-M2","mangey male",1
"164"," 2024-03-10 11:38:56","NW6_EVENT7","NW6_EVENT7_A","A","L","NW6",1,"M","NW6-M2","mangey male",2
"165"," 2024-03-10 11:57:46","NW6_EVENT8","NW6_EVENT8_W","W","L","NW6",2,"M + U","NW-M2 + NW6-U3","one mangey male, other mangey tail",0
"166"," 2024-03-10 12:00:56","NW6_EVENT9","NW6_EVENT9_W","W","L","NW6",1,"M","NW6-M2","mangey male",1
"167"," 2024-03-10 12:02:04","NW6_EVENT9","NW6_EVENT9_A","A","L","NW6",1,"M","NW6-M2","mangey male",2
"168"," 2024-03-10 12:41:46","NW6_EVENT10","NW6_EVENT10_W","W","L","NW6",1,"M","NW6-M2","mangey male",0
"169"," 2024-03-10 13:19:16","NW6_EVENT11","NW6_EVENT11_W","W","L","NW6",1,"M","NW6-M2","mangey male",0
"170"," 2024-03-11 18:10:28","NW6_EVENT12","NW6_EVENT12_W","W","L","NW6",1,"F","NW6-F2","N",1
"171"," 2024-03-11 18:11:32","NW6_EVENT12","NW6_EVENT12_A","A","L","NW6",1,"F","NW6-F2","N",2
"172"," 2024-03-11 19:55:20","NW6_EVENT13","NW6_EVENT13_A","A","L","NW6",1,"F","NW6-F2","N",0
"173"," 2024-03-12 10:37:54","NW6_EVENT14","NW6_EVENT14_W","W","L","NW6",1,"F","NW6-F1","mangey female",0
"174"," 2024-03-15 09:12:49","NW6_EVENT15","NW6_EVENT15_W","W","L","NW6",1,"F","NW6-F1","mangey female",0
"175"," 2024-03-15 09:24:44","NW6_EVENT16","NW6_EVENT16_W","W","L","NW6",1,"F","NW6-F1","mangey female",0
"176"," 2024-03-15 10:29:56","NW6_EVENT17","NW6_EVENT17_W","W","L","NW6",1,"F","NW6-F1","mangey female",0
"177"," 2024-03-15 12:31:04","NW6_EVENT18","NW6_EVENT18_A","A","L","NW6",1,"F","NW6-F1","mangey female",0
"178"," 2024-03-15 13:13:14","NW6_EVENT19","NW6_EVENT19_W","W","L","NW6",2,"F + M","NW6-F1 + NW6-M2","mangey female + mangey male",0
"179"," 2024-03-15 13:44:22","NW6_EVENT20","NW6_EVENT20_W","W","L","NW6",1,"M","NW6-M2","mangey male",0
"180"," 2024-03-15 18:18:48","NW6_EVENT21","NW6_EVENT21_W","W","L","NW6",2,"F + M","NW6-F1 + NW6-M2","mangey female + mangey male",0
"181"," 2024-03-15 20:19:16","NW6_EVENT22","NW6_EVENT22_A","A","L","NW6",1,"M","NW6-M2","mangey male",0
"182"," 2024-03-16 10:52:22","NW6_EVENT23","NW6_EVENT23_W","W","L","NW6",1,"F","NW6-F1","mangey female",0
"183"," 2024-03-17 06:48:06","NW6_EVENT24","NW6_EVENT24_W","W","L","NW6",2,"F + M","NW6-F3 + NW6-M1","oreo male",0
"184"," 2024-03-17 08:49:48","NW6_EVENT25","NW6_EVENT25_A","A","L","NW6",1,"M","NW6-M1","oreo male",0
"185"," 2024-03-17 10:32:04","NW6_EVENT26","NW6_EVENT26_W","W","L","NW6",1,"F","NW6-F1","mangey female",0
"186"," 2024-03-17 13:12:20","NW6_EVENT27","NW6_EVENT27_W","W","L","NW6",2,"F + M","NW6-F1 + NW6-M2","mangey male + mangey female",0
"187"," 2024-03-18 03:04:06","NW6_EVENT28","NW6_EVENT28_W","W","D","NW6",1,"F","NW6-F1","mangey female",0
"188"," 2024-03-18 05:05:06","NW6_EVENT29","NW6_EVENT29_A","A","D","NW6",1,"F","NW6-F1","mangey female",0
"189"," 2024-03-24 10:46:48","NW6_EVENT30","NW6_EVENT30_W","W","L","NW6",1,"M","NW6-M2","mangey male",0
"190"," 2024-03-24 11:19:18","NW6_EVENT31","NW6_EVENT31_W","W","L","NW6",1,"M","NW6-M2","mangey male",0
"191"," 2024-03-24 12:47:50","NW6_EVENT32","NW6_EVENT32_A","A","L","NW6",1,"M","NW6-M2","mangey male",0
"192"," 2024-03-25 11:15:34","NW6_EVENT33","NW6_EVENT33_W","W","L","NW6",1,"M","NW6-M2","mangey male",0
"193"," 2024-03-26 01:34:44","NW6_EVENT34","NW6_EVENT34_A","A","D","NW6",1,"F","NW6-F3","N",0
"194"," 2024-03-28 01:19:08","NW6_EVENT35","NW6_EVENT35_W","W","D","NW6",1,"Unk","NW6-U2","N",0
"195"," 2024-03-28 01:53:42","NW6_EVENT36","NW6_EVENT36_W","W","D","NW6",1,"F","NW6-F3","N",0
"196"," 2024-03-30 12:52:44","NW6_EVENT37","NW6_EVENT37_W","W","L","NW6",2,"F + M","NW6-F1 + NW6-M2","mangey female + mangey male",0
"197"," 2024-03-30 14:05:10","NW6_EVENT38","NW6_EVENT38_W","W","L","NW6",1,"F","NW6-F1","mangey female",0
"198"," 2024-03-31 06:57:32","NW6_EVENT39","NW6_EVENT39_W","W","L","NW6",1,"F","NW6-F3","N",0
"199"," 2024-04-01 09:35:18","NW6_EVENT40","NW6_EVENT40_W","W","L","NW6",1,"M","NW6-M2","mangey female + mangey male",0
"200"," 2024-02-08 04:09:14","SE1_EVENT1","SE1_EVENT1_W","W","D","SE1",1,"Unk","SE1-U1","N",0
"201"," 2024-02-12 22:06:48","SE1_EVENT2","SE1_EVENT2_W","W","D","SE1",1,"Unk","SE1-U1","N",1
